date,amfi_code,nav
2022-09-02,100016,418.068
2022-09-03,100016,418.068
2022-09-04,100016,418.068
2022-09-05,100016,415.1206
2022-09-06,100016,417.805
2022-09-07,100016,418.6355
2022-09-08,100016,423.2368
2022-09-09,100016,424.9639
2022-09-10,100016,424.9639
2022-09-11,100016,424.9639
2022-09-12,100016,421.5737
2022-09-13,100016,418.8403
2022-09-14,100016,419.437
2022-09-15,100016,411.1759
2022-09-16,100016,417.5046
2022-09-17,100016,417.5046
2022-09-18,100016,417.5046
2022-09-19,100016,419.3505
2022-09-20,100016,424.1319
2022-09-21,100016,418.4765
2022-09-22,100016,423.3133
2022-09-23,100016,431.9494
2022-09-24,100016,431.9494
2022-09-25,100016,431.9494
2022-09-26,100016,427.1671
2022-09-27,100016,430.305
2022-09-28,100016,430.5313
2022-09-29,100016,424.9261
2022-09-30,100016,426.9974
2022-10-01,100016,426.9974
2022-10-02,100016,426.9974
2022-10-03,100016,430.3701
2022-10-04,100016,428.3154
2022-10-05,100016,432.9656
2022-10-06,100016,426.8679
2022-10-07,100016,421.495
2022-10-08,100016,421.495
2022-10-09,100016,421.495
2022-10-10,100016,422.2208
2022-10-11,100016,422.5333
2022-10-12,100016,420.0881
2022-10-13,100016,423.3166
2022-10-14,100016,425.5227
2022-10-15,100016,425.5227
2022-10-16,100016,425.5227
2022-10-17,100016,428.9765
2022-10-18,100016,428.7321
2022-10-19,100016,431.2389
2022-10-20,100016,429.769
2022-10-21,100016,437.8501
2022-10-22,100016,437.8501
2022-10-23,100016,437.8501
2022-10-24,100016,434.9481
2022-10-25,100016,443.3278
2022-10-26,100016,443.6931
2022-10-27,100016,438.5694
2022-10-28,100016,444.122
2022-10-29,100016,444.122
2022-10-30,100016,444.122
2022-10-31,100016,444.8448
2022-11-01,100016,448.4277
2022-11-02,100016,453.5279
2022-11-03,100016,455.1164
2022-11-04,100016,452.9791
2022-11-05,100016,452.9791
2022-11-06,100016,452.9791
2022-11-07,100016,457.1295
2022-11-08,100016,457.3685
2022-11-09,100016,460.3808
2022-11-10,100016,451.9519
2022-11-11,100016,453.9711
2022-11-12,100016,453.9711
2022-11-13,100016,453.9711
2022-11-14,100016,451.6546
2022-11-15,100016,458.5248
2022-11-16,100016,461.2893
2022-11-17,100016,462.5046
2022-11-18,100016,464.7322
2022-11-19,100016,464.7322
2022-11-20,100016,464.7322
2022-11-21,100016,460.8957
2022-11-22,100016,467.7825
2022-11-23,100016,476.316
2022-11-24,100016,478.216
2022-11-25,100016,485.221
2022-11-26,100016,485.221
2022-11-27,100016,485.221
2022-11-28,100016,483.0407
2022-11-29,100016,479.9044
2022-11-30,100016,480.3253
2022-12-01,100016,482.4201
2022-12-02,100016,480.9949
2022-12-03,100016,480.9949
2022-12-04,100016,480.9949
2022-12-05,100016,483.5309
2022-12-06,100016,485.0894
2022-12-07,100016,481.0854
2022-12-08,100016,483.5409
2022-12-09,100016,487.4889
2022-12-10,100016,487.4889
2022-12-11,100016,487.4889
2022-12-12,100016,488.4785
2022-12-13,100016,493.7241
2022-12-14,100016,488.7036
2022-12-15,100016,490.9778
2022-12-16,100016,486.1873
2022-12-17,100016,486.1873
2022-12-18,100016,486.1873
2022-12-19,100016,481.6822
2022-12-20,100016,479.2566
2022-12-21,100016,475.5366
2022-12-22,100016,473.4881
2022-12-23,100016,472.8386
2022-12-24,100016,472.8386
2022-12-25,100016,472.8386
2022-12-26,100016,476.5883
2022-12-27,100016,475.4855
2022-12-28,100016,469.1246
2022-12-29,100016,474.1097
2022-12-30,100016,470.8654
2022-12-31,100016,470.8654
2023-01-01,100016,470.8654
2023-01-02,100016,470.8644
2023-01-03,100016,472.9663
2023-01-04,100016,474.0441
2023-01-05,100016,478.8877
2023-01-06,100016,481.1631
2023-01-07,100016,481.1631
2023-01-08,100016,481.1631
2023-01-09,100016,477.7684
2023-01-10,100016,487.2879
2023-01-11,100016,488.3757
2023-01-12,100016,487.9931
2023-01-13,100016,492.4132
2023-01-14,100016,492.4132
2023-01-15,100016,492.4132
2023-01-16,100016,493.7523
2023-01-17,100016,495.7495
2023-01-18,100016,507.0277
2023-01-19,100016,506.06
2023-01-20,100016,504.9042
2023-01-21,100016,504.9042
2023-01-22,100016,504.9042
2023-01-23,100016,505.6844
2023-01-24,100016,510.7491
2023-01-25,100016,504.268
2023-01-26,100016,495.8578
2023-01-27,100016,493.5515
2023-01-28,100016,493.5515
2023-01-29,100016,493.5515
2023-01-30,100016,486.7415
2023-01-31,100016,485.1715
2023-02-01,100016,487.5779
2023-02-02,100016,484.0122
2023-02-03,100016,478.2065
2023-02-04,100016,478.2065
2023-02-05,100016,478.2065
2023-02-06,100016,478.7459
2023-02-07,100016,482.6505
2023-02-08,100016,475.7347
2023-02-09,100016,479.4358
2023-02-10,100016,483.1532
2023-02-11,100016,483.1532
2023-02-12,100016,483.1532
2023-02-13,100016,487.4872
2023-02-14,100016,493.0082
2023-02-15,100016,502.9354
2023-02-16,100016,501.6171
2023-02-17,100016,502.3612
2023-02-18,100016,502.3612
2023-02-19,100016,502.3612
2023-02-20,100016,500.7778
2023-02-21,100016,501.045
2023-02-22,100016,508.1265
2023-02-23,100016,502.3938
2023-02-24,100016,498.8505
2023-02-25,100016,498.8505
2023-02-26,100016,498.8505
2023-02-27,100016,505.2068
2023-02-28,100016,510.0352
2023-03-01,100016,508.6667
2023-03-02,100016,512.7785
2023-03-03,100016,514.5893
2023-03-04,100016,514.5893
2023-03-05,100016,514.5893
2023-03-06,100016,521.7123
2023-03-07,100016,522.3246
2023-03-08,100016,527.3425
2023-03-09,100016,540.0526
2023-03-10,100016,543.1889
2023-03-11,100016,543.1889
2023-03-12,100016,543.1889
2023-03-13,100016,543.7057
2023-03-14,100016,547.4632
2023-03-15,100016,545.984
2023-03-16,100016,557.892
2023-03-17,100016,559.067
2023-03-18,100016,559.067
2023-03-19,100016,559.067
2023-03-20,100016,558.0108
2023-03-21,100016,554.1991
2023-03-22,100016,559.8766
2023-03-23,100016,564.466
2023-03-24,100016,562.2856
2023-03-25,100016,562.2856
2023-03-26,100016,562.2856
2023-03-27,100016,565.443
2023-03-28,100016,558.258
2023-03-29,100016,559.4579
2023-03-30,100016,561.9861
2023-03-31,100016,570.8065
2023-04-01,100016,570.8065
2023-04-02,100016,570.8065
2023-04-03,100016,567.2319
2023-04-04,100016,561.1622
2023-04-05,100016,557.0355
2023-04-06,100016,550.7921
2023-04-07,100016,557.6109
2023-04-08,100016,557.6109
2023-04-09,100016,557.6109
2023-04-10,100016,565.5706
2023-04-11,100016,567.4627
2023-04-12,100016,573.9037
2023-04-13,100016,574.8786
2023-04-14,100016,574.693
2023-04-15,100016,574.693
2023-04-16,100016,574.693
2023-04-17,100016,573.3032
2023-04-18,100016,572.031
2023-04-19,100016,564.5669
2023-04-20,100016,566.1761
2023-04-21,100016,566.2668
2023-04-22,100016,566.2668
2023-04-23,100016,566.2668
2023-04-24,100016,570.2955
2023-04-25,100016,571.0606
2023-04-26,100016,570.536
2023-04-27,100016,566.4614
2023-04-28,100016,567.1145
2023-04-29,100016,567.1145
2023-04-30,100016,567.1145
2023-05-01,100016,571.1134
2023-05-02,100016,565.6753
2023-05-03,100016,566.404
2023-05-04,100016,567.8622
2023-05-05,100016,564.5686
2023-05-06,100016,564.5686
2023-05-07,100016,564.5686
2023-05-08,100016,561.939
2023-05-09,100016,563.3736
2023-05-10,100016,558.0581
2023-05-11,100016,560.0718
2023-05-12,100016,555.9534
2023-05-13,100016,555.9534
2023-05-14,100016,555.9534
2023-05-15,100016,561.4787
2023-05-16,100016,573.4711
2023-05-17,100016,569.4279
2023-05-18,100016,572.4122
2023-05-19,100016,569.0487
2023-05-20,100016,569.0487
2023-05-21,100016,569.0487
2023-05-22,100016,574.5931
2023-05-23,100016,568.5103
2023-05-24,100016,571.2196
2023-05-25,100016,567.1312
2023-05-26,100016,566.3889
2023-05-27,100016,566.3889
2023-05-28,100016,566.3889
2023-05-29,100016,561.5519
2023-05-30,100016,565.9312
2023-05-31,100016,562.059
2023-06-01,100016,565.0931
2023-06-02,100016,563.6716
2023-06-03,100016,563.6716
2023-06-04,100016,563.6716
2023-06-05,100016,563.3934
2023-06-06,100016,564.4191
2023-06-07,100016,560.929
2023-06-08,100016,562.2606
2023-06-09,100016,570.1945
2023-06-10,100016,570.1945
2023-06-11,100016,570.1945
2023-06-12,100016,566.5874
2023-06-13,100016,572.7685
2023-06-14,100016,580.6856
2023-06-15,100016,576.8184
2023-06-16,100016,569.7576
2023-06-17,100016,569.7576
2023-06-18,100016,569.7576
2023-06-19,100016,571.5717
2023-06-20,100016,569.1125
2023-06-21,100016,578.8674
2023-06-22,100016,579.3439
2023-06-23,100016,575.5565
2023-06-24,100016,575.5565
2023-06-25,100016,575.5565
2023-06-26,100016,570.057
2023-06-27,100016,575.8598
2023-06-28,100016,573.262
2023-06-29,100016,573.7795
2023-06-30,100016,578.9351
2023-07-01,100016,578.9351
2023-07-02,100016,578.9351
2023-07-03,100016,576.7654
2023-07-04,100016,576.8293
2023-07-05,100016,577.0426
2023-07-06,100016,580.8301
2023-07-07,100016,584.1654
2023-07-08,100016,584.1654
2023-07-09,100016,584.1654
2023-07-10,100016,583.3333
2023-07-11,100016,583.962
2023-07-12,100016,582.3508
2023-07-13,100016,575.1079
2023-07-14,100016,576.7133
2023-07-15,100016,576.7133
2023-07-16,100016,576.7133
2023-07-17,100016,586.7206
2023-07-18,100016,582.4661
2023-07-19,100016,578.8072
2023-07-20,100016,574.6758
2023-07-21,100016,578.6584
2023-07-22,100016,578.6584
2023-07-23,100016,578.6584
2023-07-24,100016,581.2514
2023-07-25,100016,580.7388
2023-07-26,100016,576.3533
2023-07-27,100016,577.1207
2023-07-28,100016,569.5056
2023-07-29,100016,569.5056
2023-07-30,100016,569.5056
2023-07-31,100016,570.5207
2023-08-01,100016,575.2193
2023-08-02,100016,569.2005
2023-08-03,100016,561.849
2023-08-04,100016,570.0239
2023-08-05,100016,570.0239
2023-08-06,100016,570.0239
2023-08-07,100016,567.2493
2023-08-08,100016,573.2563
2023-08-09,100016,572.7737
2023-08-10,100016,572.2513
2023-08-11,100016,574.7646
2023-08-12,100016,574.7646
2023-08-13,100016,574.7646
2023-08-14,100016,570.5953
2023-08-15,100016,571.5572
2023-08-16,100016,569.9315
2023-08-17,100016,563.6234
2023-08-18,100016,565.5951
2023-08-19,100016,565.5951
2023-08-20,100016,565.5951
2023-08-21,100016,564.5744
2023-08-22,100016,564.0841
2023-08-23,100016,558.3838
2023-08-24,100016,566.5681
2023-08-25,100016,571.2603
2023-08-26,100016,571.2603
2023-08-27,100016,571.2603
2023-08-28,100016,576.4358
2023-08-29,100016,575.1817
2023-08-30,100016,566.7691
2023-08-31,100016,576.9127
2023-09-01,100016,576.8994
2023-09-02,100016,576.8994
2023-09-03,100016,576.8994
2023-09-04,100016,573.398
2023-09-05,100016,575.8066
2023-09-06,100016,582.0642
2023-09-07,100016,582.2461
2023-09-08,100016,589.1525
2023-09-09,100016,589.1525
2023-09-10,100016,589.1525
2023-09-11,100016,595.1135
2023-09-12,100016,589.7951
2023-09-13,100016,586.6033
2023-09-14,100016,591.8832
2023-09-15,100016,578.1898
2023-09-16,100016,578.1898
2023-09-17,100016,578.1898
2023-09-18,100016,577.7262
2023-09-19,100016,570.7762
2023-09-20,100016,568.6757
2023-09-21,100016,567.4716
2023-09-22,100016,565.9735
2023-09-23,100016,565.9735
2023-09-24,100016,565.9735
2023-09-25,100016,563.5143
2023-09-26,100016,558.376
2023-09-27,100016,570.0712
2023-09-28,100016,579.8367
2023-09-29,100016,574.2208
2023-09-30,100016,574.2208
2023-10-01,100016,574.2208
2023-10-02,100016,582.5895
2023-10-03,100016,580.8402
2023-10-04,100016,581.8024
2023-10-05,100016,581.7779
2023-10-06,100016,578.7012
2023-10-07,100016,578.7012
2023-10-08,100016,578.7012
2023-10-09,100016,584.0455
2023-10-10,100016,584.996
2023-10-11,100016,582.8431
2023-10-12,100016,576.473
2023-10-13,100016,572.2429
2023-10-14,100016,572.2429
2023-10-15,100016,572.2429
2023-10-16,100016,564.3101
2023-10-17,100016,564.6621
2023-10-18,100016,559.0226
2023-10-19,100016,558.0026
2023-10-20,100016,565.0774
2023-10-21,100016,565.0774
2023-10-22,100016,565.0774
2023-10-23,100016,571.3805
2023-10-24,100016,571.5127
2023-10-25,100016,571.3686
2023-10-26,100016,581.22
2023-10-27,100016,584.1967
2023-10-28,100016,584.1967
2023-10-29,100016,584.1967
2023-10-30,100016,582.8108
2023-10-31,100016,575.8241
2023-11-01,100016,578.126
2023-11-02,100016,582.6704
2023-11-03,100016,579.7325
2023-11-04,100016,579.7325
2023-11-05,100016,579.7325
2023-11-06,100016,581.5232
2023-11-07,100016,579.9607
2023-11-08,100016,579.3189
2023-11-09,100016,567.0393
2023-11-10,100016,566.2233
2023-11-11,100016,566.2233
2023-11-12,100016,566.2233
2023-11-13,100016,571.3794
2023-11-14,100016,568.4997
2023-11-15,100016,569.0566
2023-11-16,100016,565.5671
2023-11-17,100016,567.6605
2023-11-18,100016,567.6605
2023-11-19,100016,567.6605
2023-11-20,100016,566.87
2023-11-21,100016,562.4839
2023-11-22,100016,569.4269
2023-11-23,100016,574.4072
2023-11-24,100016,571.6459
2023-11-25,100016,571.6459
2023-11-26,100016,571.6459
2023-11-27,100016,574.4572
2023-11-28,100016,577.4842
2023-11-29,100016,581.0643
2023-11-30,100016,572.7421
2023-12-01,100016,578.1473
2023-12-02,100016,578.1473
2023-12-03,100016,578.1473
2023-12-04,100016,575.5467
2023-12-05,100016,574.0293
2023-12-06,100016,587.8432
2023-12-07,100016,589.7144
2023-12-08,100016,588.0119
2023-12-09,100016,588.0119
2023-12-10,100016,588.0119
2023-12-11,100016,576.9838
2023-12-12,100016,584.4006
2023-12-13,100016,577.8064
2023-12-14,100016,573.0112
2023-12-15,100016,571.634
2023-12-16,100016,571.634
2023-12-17,100016,571.634
2023-12-18,100016,579.1181
2023-12-19,100016,583.3816
2023-12-20,100016,582.8708
2023-12-21,100016,584.7593
2023-12-22,100016,581.9713
2023-12-23,100016,581.9713
2023-12-24,100016,581.9713
2023-12-25,100016,582.9892
2023-12-26,100016,583.6674
2023-12-27,100016,588.9793
2023-12-28,100016,594.3311
2023-12-29,100016,597.2339
2023-12-30,100016,597.2339
2023-12-31,100016,597.2339
2024-01-01,100016,595.6357
2024-01-02,100016,599.8546
2024-01-03,100016,599.6775
2024-01-04,100016,594.2894
2024-01-05,100016,592.485
2024-01-06,100016,592.485
2024-01-07,100016,592.485
2024-01-08,100016,593.2328
2024-01-09,100016,598.3226
2024-01-10,100016,597.6632
2024-01-11,100016,591.6287
2024-01-12,100016,592.2302
2024-01-13,100016,592.2302
2024-01-14,100016,592.2302
2024-01-15,100016,593.129
2024-01-16,100016,594.4085
2024-01-17,100016,599.5594
2024-01-18,100016,605.2836
2024-01-19,100016,602.4306
2024-01-20,100016,602.4306
2024-01-21,100016,602.4306
2024-01-22,100016,599.4751
2024-01-23,100016,594.3074
2024-01-24,100016,598.2899
2024-01-25,100016,606.2963
2024-01-26,100016,604.9258
2024-01-27,100016,604.9258
2024-01-28,100016,604.9258
2024-01-29,100016,603.9507
2024-01-30,100016,612.1297
2024-01-31,100016,615.1823
2024-02-01,100016,617.8723
2024-02-02,100016,611.7323
2024-02-03,100016,611.7323
2024-02-04,100016,611.7323
2024-02-05,100016,615.7225
2024-02-06,100016,611.0129
2024-02-07,100016,605.2447
2024-02-08,100016,603.7079
2024-02-09,100016,600.907
2024-02-10,100016,600.907
2024-02-11,100016,600.907
2024-02-12,100016,600.0432
2024-02-13,100016,592.7717
2024-02-14,100016,598.1139
2024-02-15,100016,604.4037
2024-02-16,100016,594.4189
2024-02-17,100016,594.4189
2024-02-18,100016,594.4189
2024-02-19,100016,599.8798
2024-02-20,100016,595.9144
2024-02-21,100016,600.7451
2024-02-22,100016,600.6923
2024-02-23,100016,601.1548
2024-02-24,100016,601.1548
2024-02-25,100016,601.1548
2024-02-26,100016,600.484
2024-02-27,100016,607.2508
2024-02-28,100016,600.9583
2024-02-29,100016,604.5003
2024-03-01,100016,610.7152
2024-03-02,100016,610.7152
2024-03-03,100016,610.7152
2024-03-04,100016,614.9028
2024-03-05,100016,627.9635
2024-03-06,100016,625.3634
2024-03-07,100016,630.9909
2024-03-08,100016,630.7261
2024-03-09,100016,630.7261
2024-03-10,100016,630.7261
2024-03-11,100016,637.9534
2024-03-12,100016,638.2393
2024-03-13,100016,636.388
2024-03-14,100016,644.0928
2024-03-15,100016,641.6375
2024-03-16,100016,641.6375
2024-03-17,100016,641.6375
2024-03-18,100016,634.0199
2024-03-19,100016,631.4621
2024-03-20,100016,635.2466
2024-03-21,100016,643.4252
2024-03-22,100016,644.3884
2024-03-23,100016,644.3884
2024-03-24,100016,644.3884
2024-03-25,100016,652.2598
2024-03-26,100016,644.8262
2024-03-27,100016,642.6418
2024-03-28,100016,641.3391
2024-03-29,100016,641.0221
2024-03-30,100016,641.0221
2024-03-31,100016,641.0221
2024-04-01,100016,641.8287
2024-04-02,100016,646.0847
2024-04-03,100016,643.8872
2024-04-04,100016,645.0099
2024-04-05,100016,645.0859
2024-04-06,100016,645.0859
2024-04-07,100016,645.0859
2024-04-08,100016,640.17
2024-04-09,100016,639.8586
2024-04-10,100016,639.3782
2024-04-11,100016,638.7775
2024-04-12,100016,639.2861
2024-04-13,100016,639.2861
2024-04-14,100016,639.2861
2024-04-15,100016,640.043
2024-04-16,100016,637.9365
2024-04-17,100016,645.4701
2024-04-18,100016,639.1767
2024-04-19,100016,635.4532
2024-04-20,100016,635.4532
2024-04-21,100016,635.4532
2024-04-22,100016,651.5612
2024-04-23,100016,645.957
2024-04-24,100016,638.6202
2024-04-25,100016,643.1019
2024-04-26,100016,631.7543
2024-04-27,100016,631.7543
2024-04-28,100016,631.7543
2024-04-29,100016,630.7702
2024-04-30,100016,643.1525
2024-05-01,100016,634.7763
2024-05-02,100016,624.0991
2024-05-03,100016,616.2197
2024-05-04,100016,616.2197
2024-05-05,100016,616.2197
2024-05-06,100016,621.4418
2024-05-07,100016,627.9608
2024-05-08,100016,625.451
2024-05-09,100016,629.5556
2024-05-10,100016,637.6509
2024-05-11,100016,637.6509
2024-05-12,100016,637.6509
2024-05-13,100016,648.116
2024-05-14,100016,647.0433
2024-05-15,100016,634.3697
2024-05-16,100016,630.1188
2024-05-17,100016,628.0754
2024-05-18,100016,628.0754
2024-05-19,100016,628.0754
2024-05-20,100016,626.9661
2024-05-21,100016,626.2512
2024-05-22,100016,632.7878
2024-05-23,100016,640.2703
2024-05-24,100016,639.6315
2024-05-25,100016,639.6315
2024-05-26,100016,639.6315
2024-05-27,100016,646.1915
2024-05-28,100016,648.5674
2024-05-29,100016,649.2714
2024-05-30,100016,654.8208
2024-05-31,100016,655.5763
2024-06-01,100016,655.5763
2024-06-02,100016,655.5763
2024-06-03,100016,667.9269
2024-06-04,100016,659.8477
2024-06-05,100016,657.1955
2024-06-06,100016,656.8013
2024-06-07,100016,659.692
2024-06-08,100016,659.692
2024-06-09,100016,659.692
2024-06-10,100016,667.4546
2024-06-11,100016,667.6553
2024-06-12,100016,659.6735
2024-06-13,100016,664.9362
2024-06-14,100016,669.7236
2024-06-15,100016,669.7236
2024-06-16,100016,669.7236
2024-06-17,100016,658.6916
2024-06-18,100016,659.0094
2024-06-19,100016,650.1674
2024-06-20,100016,646.701
2024-06-21,100016,641.9035
2024-06-22,100016,641.9035
2024-06-23,100016,641.9035
2024-06-24,100016,646.8347
2024-06-25,100016,647.8357
2024-06-26,100016,640.8626
2024-06-27,100016,646.1893
2024-06-28,100016,638.3989
2024-06-29,100016,638.3989
2024-06-30,100016,638.3989
2024-07-01,100016,640.5906
2024-07-02,100016,636.3365
2024-07-03,100016,634.6149
2024-07-04,100016,637.7724
2024-07-05,100016,641.0427
2024-07-06,100016,641.0427
2024-07-07,100016,641.0427
2024-07-08,100016,648.9807
2024-07-09,100016,648.8447
2024-07-10,100016,650.9364
2024-07-11,100016,648.7629
2024-07-12,100016,650.1403
2024-07-13,100016,650.1403
2024-07-14,100016,650.1403
2024-07-15,100016,653.0019
2024-07-16,100016,652.7726
2024-07-17,100016,642.8023
2024-07-18,100016,645.0168
2024-07-19,100016,647.4278
2024-07-20,100016,647.4278
2024-07-21,100016,647.4278
2024-07-22,100016,643.8879
2024-07-23,100016,636.9641
2024-07-24,100016,645.642
2024-07-25,100016,648.781
2024-07-26,100016,647.8057
2024-07-27,100016,647.8057
2024-07-28,100016,647.8057
